"base_round","round_offset_from_base_round","roundwindow_size","train_start_round","train_end_round","oos_start_round","oos_end_round","raw_oos_round_count","n_models","validation_sample_size","mean_is_return","mean_forward_oos_return","is_maxdrawdown","forward_oos_maxdrawdown","status"
843,0,60,843,902,903,1197,295,6,285,0.0344,0.0179,0,0.14,"ok"
843,0,65,843,907,908,1197,290,7,279,0.0297,0.0217,0,0.1198,"ok"
843,0,70,843,912,913,1197,285,7,274,0.0295,0.0216,0,0.1198,"ok"
843,0,75,843,917,918,1197,280,7,269,0.0299,0.0214,0,0.1198,"ok"
843,0,80,843,922,923,1197,275,7,264,0.0298,0.0212,0,0.1198,"ok"
843,0,85,843,927,928,1197,270,9,259,0.0231,0.0167,0,0.2368,"ok"
843,0,90,843,932,933,1197,265,9,254,0.0231,0.0167,0,0.23,"ok"
843,0,95,843,937,938,1197,260,10,256,0.0251,0.0143,0,0.3006,"ok"
843,0,100,843,942,943,1197,255,8,251,0.0306,0.0175,0,0.168,"ok"
843,0,105,843,947,948,1197,250,8,246,0.0309,0.017,0,0.1689,"ok"
843,0,110,843,952,953,1197,245,8,241,0.0323,0.0166,0,0.1652,"ok"
843,0,115,843,957,958,1197,240,8,236,0.0324,0.0153,0,0.1832,"ok"
843,0,120,843,962,963,1197,235,8,231,0.0325,0.013,0,0.2013,"ok"
843,0,125,843,967,968,1197,230,8,226,0.0324,0.0127,0,0.2056,"ok"
843,0,130,843,972,973,1197,225,8,221,0.0319,0.0122,0,0.2057,"ok"
843,0,135,843,977,978,1197,220,8,216,0.0321,0.0126,0,0.1942,"ok"
843,0,140,843,982,983,1197,215,6,214,0.0326,0.0095,0,0.2082,"ok"
843,0,145,843,987,988,1197,210,6,209,0.0329,0.0085,0,0.2115,"ok"
843,0,150,843,992,993,1197,205,6,204,0.0329,0.008,0,0.2114,"ok"
843,0,155,843,997,998,1197,200,8,199,0.0318,0.0065,0,0.2538,"ok"
843,0,160,843,1002,1003,1197,195,9,194,0.0306,0.0086,0,0.2163,"ok"
843,0,165,843,1007,1008,1197,190,10,189,0.0306,0.0087,0,0.2134,"ok"
843,0,170,843,1012,1013,1197,185,9,184,0.0306,0.0094,0,0.1964,"ok"
843,0,175,843,1017,1018,1197,180,9,179,0.03,0.0085,0,0.2077,"ok"
843,0,180,843,1022,1023,1197,175,6,174,0.0311,0.0114,0,0.1319,"ok"
843,0,185,843,1027,1028,1197,170,5,169,0.0309,0.0111,0,0.1322,"ok"
843,0,190,843,1032,1033,1197,165,5,164,0.0309,0.0101,0,0.1366,"ok"
843,0,195,843,1037,1038,1197,160,5,159,0.0308,0.0101,0,0.1283,"ok"
843,0,200,843,1042,1043,1197,155,7,154,0.0306,0.0113,0,0.1157,"ok"
843,0,205,843,1047,1048,1197,150,7,149,0.0304,0.0108,0,0.1145,"ok"
843,0,210,843,1052,1053,1197,145,7,144,0.0306,0.0099,0,0.1144,"ok"
843,0,215,843,1057,1058,1197,140,7,139,0.0306,0.0092,0,0.1138,"ok"
843,0,220,843,1062,1063,1197,135,7,134,0.0305,0.0086,0,0.1138,"ok"
843,0,225,843,1067,1068,1197,130,7,129,0.0303,0.0081,0,0.1138,"ok"
843,0,230,843,1072,1073,1197,125,8,124,0.0292,0.008,0,0.1344,"ok"
843,0,235,843,1077,1078,1197,120,8,119,0.024,0.006,0.0011,0.2939,"ok"
843,0,240,843,1082,1083,1197,115,8,114,0.0231,0.006,0.012,0.3012,"ok"
843,0,245,843,1087,1088,1197,110,7,109,0.0256,0.0094,0.0313,0.2076,"ok"
843,0,250,843,1092,1093,1197,105,7,104,0.0255,0.0092,0.0316,0.2035,"ok"
843,0,255,843,1097,1098,1197,100,7,99,0.0253,0.0083,0.0313,0.2075,"ok"
843,0,260,843,1102,1103,1197,95,7,94,0.0255,0.0077,0.0323,0.2005,"ok"
843,0,265,843,1107,1108,1197,90,7,89,0.0252,0.0072,0.0323,0.2031,"ok"
843,0,270,843,1112,1113,1197,85,7,84,0.0242,0.0059,0.0286,0.2354,"ok"
843,0,275,843,1117,1118,1197,80,7,79,0.0241,0.0056,0.0289,0.2327,"ok"
843,0,280,843,1122,1123,1197,75,6,74,0.0264,0.008,0.0355,0.1409,"ok"
843,0,285,843,1127,1128,1197,70,6,69,0.0264,0.0075,0.0365,0.1364,"ok"
843,0,290,843,1132,1133,1197,65,6,64,0.0262,0.0068,0.0365,0.1364,"ok"
843,0,295,843,1137,1138,1197,60,14,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,5,60,848,907,908,1197,290,7,279,0.0293,0.0217,0,0.1198,"ok"
843,5,65,848,912,913,1197,285,7,274,0.0291,0.0216,0,0.1198,"ok"
843,5,70,848,917,918,1197,280,7,269,0.0295,0.0214,0,0.1198,"ok"
843,5,75,848,922,923,1197,275,7,264,0.0295,0.0212,0,0.1198,"ok"
843,5,80,848,927,928,1197,270,8,259,0.0298,0.0219,0,0.0936,"ok"
843,5,85,848,932,933,1197,265,8,254,0.0303,0.0216,0,0.0791,"ok"
843,5,90,848,937,938,1197,260,10,256,0.0249,0.0142,0,0.306,"ok"
843,5,95,848,942,943,1197,255,8,251,0.0309,0.0179,0,0.1544,"ok"
843,5,100,848,947,948,1197,250,8,246,0.031,0.0177,0,0.1527,"ok"
843,5,105,848,952,953,1197,245,8,241,0.0317,0.0164,0,0.1689,"ok"
843,5,110,848,957,958,1197,240,8,236,0.033,0.0159,0,0.1652,"ok"
843,5,115,848,962,963,1197,235,8,231,0.0326,0.0126,0,0.1986,"ok"
843,5,120,848,967,968,1197,230,8,226,0.0323,0.0122,0,0.2033,"ok"
843,5,125,848,972,973,1197,225,8,221,0.0321,0.0121,0,0.2056,"ok"
843,5,130,848,977,978,1197,220,8,216,0.0321,0.0125,0,0.1948,"ok"
843,5,135,848,982,983,1197,215,6,214,0.0326,0.0095,0,0.2082,"ok"
843,5,140,848,987,988,1197,210,6,209,0.033,0.0085,0,0.2115,"ok"
843,5,145,848,992,993,1197,205,6,204,0.0329,0.008,0,0.2114,"ok"
843,5,150,848,997,998,1197,200,8,199,0.032,0.0065,0,0.2538,"ok"
843,5,155,848,1002,1003,1197,195,9,194,0.0306,0.0088,0,0.2083,"ok"
843,5,160,848,1007,1008,1197,190,9,189,0.0305,0.0086,0,0.2164,"ok"
843,5,165,848,1012,1013,1197,185,9,184,0.0307,0.0099,0,0.1881,"ok"
843,5,170,848,1017,1018,1197,180,9,179,0.0303,0.0093,0,0.1904,"ok"
843,5,175,848,1022,1023,1197,175,6,174,0.031,0.0115,0,0.1335,"ok"
843,5,180,848,1027,1028,1197,170,6,169,0.031,0.0111,0,0.1319,"ok"
843,5,185,848,1032,1033,1197,165,5,164,0.0311,0.0101,0,0.1366,"ok"
843,5,190,848,1037,1038,1197,160,5,159,0.0309,0.0101,0,0.1293,"ok"
843,5,195,848,1042,1043,1197,155,7,154,0.0304,0.0112,0,0.1213,"ok"
843,5,200,848,1047,1048,1197,150,7,149,0.0302,0.0105,0,0.1256,"ok"
843,5,205,848,1052,1053,1197,145,7,144,0.0305,0.01,0,0.1145,"ok"
843,5,210,848,1057,1058,1197,140,7,139,0.0306,0.0092,0,0.1144,"ok"
843,5,215,848,1062,1063,1197,135,7,134,0.0305,0.0086,0,0.1138,"ok"
843,5,220,848,1067,1068,1197,130,7,129,0.0303,0.0081,0,0.1138,"ok"
843,5,225,848,1072,1073,1197,125,8,124,0.0293,0.008,0,0.1344,"ok"
843,5,230,848,1077,1078,1197,120,9,119,0.0241,0.0059,0.0009,0.2865,"ok"
843,5,235,848,1082,1083,1197,115,8,114,0.0235,0.0062,0.012,0.292,"ok"
843,5,240,848,1087,1088,1197,110,6,109,0.0252,0.0092,0.0292,0.2232,"ok"
843,5,245,848,1092,1093,1197,105,7,104,0.0254,0.009,0.0313,0.2076,"ok"
843,5,250,848,1097,1098,1197,100,7,99,0.0255,0.0085,0.0316,0.2035,"ok"
843,5,255,848,1102,1103,1197,95,7,94,0.0254,0.0075,0.0313,0.2075,"ok"
843,5,260,848,1107,1108,1197,90,7,89,0.0254,0.0072,0.0323,0.2005,"ok"
843,5,265,848,1112,1113,1197,85,7,84,0.0243,0.0059,0.0286,0.2354,"ok"
843,5,270,848,1117,1118,1197,80,7,79,0.0241,0.0056,0.0289,0.2327,"ok"
843,5,275,848,1122,1123,1197,75,6,74,0.0264,0.008,0.0353,0.1423,"ok"
843,5,280,848,1127,1128,1197,70,6,69,0.0263,0.0074,0.0355,0.1409,"ok"
843,5,285,848,1132,1133,1197,65,6,64,0.0262,0.0068,0.0365,0.1364,"ok"
843,5,290,848,1137,1138,1197,60,15,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,5,295,848,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,10,60,853,912,913,1197,285,8,274,0.0288,0.0211,0,0.128,"ok"
843,10,65,853,917,918,1197,280,8,269,0.0292,0.0208,0,0.128,"ok"
843,10,70,853,922,923,1197,275,8,264,0.0292,0.0207,0,0.128,"ok"
843,10,75,853,927,928,1197,270,8,259,0.0297,0.0219,0,0.0936,"ok"
843,10,80,853,932,933,1197,265,8,254,0.0297,0.0217,0,0.0936,"ok"
843,10,85,853,937,938,1197,260,7,256,0.0293,0.0139,0,0.2401,"ok"
843,10,90,853,942,943,1197,255,8,251,0.0303,0.0168,0,0.177,"ok"
843,10,95,853,947,948,1197,250,8,246,0.0306,0.0164,0,0.177,"ok"
843,10,100,853,952,953,1197,245,8,241,0.0316,0.0153,0,0.1832,"ok"
843,10,105,853,957,958,1197,240,8,236,0.0323,0.0143,0,0.1856,"ok"
843,10,110,853,962,963,1197,235,7,231,0.0329,0.0123,0,0.1922,"ok"
843,10,115,853,967,968,1197,230,8,226,0.0327,0.0121,0,0.1907,"ok"
843,10,120,853,972,973,1197,225,8,221,0.0324,0.0108,0,0.2096,"ok"
843,10,125,853,977,978,1197,220,8,216,0.0322,0.0109,0,0.2002,"ok"
843,10,130,853,982,983,1197,215,8,214,0.031,0.0052,0,0.3175,"ok"
843,10,135,853,987,988,1197,210,7,209,0.0316,0.0051,0,0.2986,"ok"
843,10,140,853,992,993,1197,205,7,204,0.0316,0.0045,0,0.2986,"ok"
843,10,145,853,997,998,1197,200,8,199,0.0305,0.0057,0,0.2861,"ok"
843,10,150,853,1002,1003,1197,195,10,194,0.0302,0.0061,0,0.2824,"ok"
843,10,155,853,1007,1008,1197,190,10,189,0.0306,0.0059,0,0.2761,"ok"
843,10,160,853,1012,1013,1197,185,10,184,0.0299,0.0081,0,0.2425,"ok"
843,10,165,853,1017,1018,1197,180,10,179,0.0292,0.0071,0,0.2559,"ok"
843,10,170,853,1022,1023,1197,175,7,174,0.0301,0.011,0,0.1803,"ok"
843,10,175,853,1027,1028,1197,170,8,169,0.0303,0.0113,0,0.1519,"ok"
843,10,180,853,1032,1033,1197,165,8,164,0.0305,0.0105,0,0.1519,"ok"
843,10,185,853,1037,1038,1197,160,7,159,0.0301,0.0101,0,0.1548,"ok"
843,10,190,853,1042,1043,1197,155,7,154,0.0313,0.0119,0,0.1077,"ok"
843,10,195,853,1047,1048,1197,150,7,149,0.0308,0.0108,0,0.1325,"ok"
843,10,200,853,1052,1053,1197,145,11,144,0.025,0.0071,0,0.2667,"ok"
843,10,205,853,1057,1058,1197,140,7,139,0.031,0.0093,0,0.1264,"ok"
843,10,210,853,1062,1063,1197,135,7,134,0.0309,0.0087,0,0.1257,"ok"
843,10,215,853,1067,1068,1197,130,7,129,0.031,0.009,0,0.1047,"ok"
843,10,220,853,1072,1073,1197,125,13,124,0.0245,0.0052,0,0.2763,"ok"
843,10,225,853,1077,1078,1197,120,9,119,0.024,0.0057,0,0.2857,"ok"
843,10,230,853,1082,1083,1197,115,10,114,0.0227,0.0046,0.0026,0.326,"ok"
843,10,235,853,1087,1088,1197,110,11,109,0.0224,0.0044,0.0009,0.3334,"ok"
843,10,240,853,1092,1093,1197,105,10,104,0.0223,0.0039,0.0009,0.3347,"ok"
843,10,245,853,1097,1098,1197,100,11,99,0.0224,0.0028,0.0009,0.3323,"ok"
843,10,250,853,1102,1103,1197,95,11,94,0.0225,0.0015,0.0009,0.333,"ok"
843,10,255,853,1107,1108,1197,90,10,89,0.0225,0.0003,0.0009,0.3335,"ok"
843,10,260,853,1112,1113,1197,85,11,84,0.0222,-0.0001,0.0009,0.3331,"ok"
843,10,265,853,1117,1118,1197,80,10,79,0.0229,0.0007,0.0014,0.2909,"ok"
843,10,270,853,1122,1123,1197,75,10,74,0.0232,0.0001,0.0023,0.2786,"ok"
843,10,275,853,1127,1128,1197,70,10,69,0.023,-0.0004,0.0023,0.2737,"ok"
843,10,280,853,1132,1133,1197,65,9,64,0.0231,-0.0001,0.0028,0.2581,"ok"
843,10,285,853,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,10,290,853,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,10,295,853,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,15,60,858,917,918,1197,280,11,269,0.0318,0.0149,0,0.1724,"ok"
843,15,65,858,922,923,1197,275,11,264,0.0327,0.0161,0,0.1531,"ok"
843,15,70,858,927,928,1197,270,12,259,0.0336,0.0162,0,0.1252,"ok"
843,15,75,858,932,933,1197,265,10,254,0.0332,0.0154,0,0.127,"ok"
843,15,80,858,937,938,1197,260,11,256,0.0326,0.0125,0,0.2625,"ok"
843,15,85,858,942,943,1197,255,10,251,0.0324,0.0114,0,0.2658,"ok"
843,15,90,858,947,948,1197,250,10,246,0.0323,0.011,0,0.2658,"ok"
843,15,95,858,952,953,1197,245,10,241,0.0332,0.0105,0,0.2653,"ok"
843,15,100,858,957,958,1197,240,9,236,0.0337,0.0094,0,0.2767,"ok"
843,15,105,858,962,963,1197,235,9,231,0.0331,0.0086,0,0.2897,"ok"
843,15,110,858,967,968,1197,230,9,226,0.0335,0.0083,0,0.2856,"ok"
843,15,115,858,972,973,1197,225,10,221,0.0335,0.0081,0,0.2627,"ok"
843,15,120,858,977,978,1197,220,10,216,0.0321,0.0082,0,0.2771,"ok"
843,15,125,858,982,983,1197,215,8,214,0.0326,0.0053,0,0.3141,"ok"
843,15,130,858,987,988,1197,210,8,209,0.0331,0.0049,0,0.3103,"ok"
843,15,135,858,992,993,1197,205,8,204,0.0327,0.0046,0,0.3095,"ok"
843,15,140,858,997,998,1197,200,11,199,0.0318,0.005,0,0.3122,"ok"
843,15,145,858,1002,1003,1197,195,11,194,0.0305,0.0054,0,0.2992,"ok"
843,15,150,858,1007,1008,1197,190,11,189,0.0306,0.0045,0,0.3052,"ok"
843,15,155,858,1012,1013,1197,185,11,184,0.0306,0.0053,0,0.3008,"ok"
843,15,160,858,1017,1018,1197,180,11,179,0.0296,0.0057,0,0.2909,"ok"
843,15,165,858,1022,1023,1197,175,7,174,0.0309,0.0092,0,0.2162,"ok"
843,15,170,858,1027,1028,1197,170,5,169,0.0318,0.0113,0,0.1562,"ok"
843,15,175,858,1032,1033,1197,165,5,164,0.0318,0.0106,0,0.1581,"ok"
843,15,180,858,1037,1038,1197,160,8,159,0.0316,0.0105,0,0.1301,"ok"
843,15,185,858,1042,1043,1197,155,8,154,0.0318,0.0107,0,0.1365,"ok"
843,15,190,858,1047,1048,1197,150,8,149,0.0315,0.0103,0,0.1377,"ok"
843,15,195,858,1052,1053,1197,145,8,144,0.0316,0.0095,0,0.1364,"ok"
843,15,200,858,1057,1058,1197,140,8,139,0.0316,0.0087,0,0.1372,"ok"
843,15,205,858,1062,1063,1197,135,8,134,0.0315,0.008,0,0.1372,"ok"
843,15,210,858,1067,1068,1197,130,8,129,0.0311,0.008,0,0.1251,"ok"
843,15,215,858,1072,1073,1197,125,10,124,0.0311,0.0084,0,0.0989,"ok"
843,15,220,858,1077,1078,1197,120,11,119,0.0242,0.005,0.0046,0.2812,"ok"
843,15,225,858,1082,1083,1197,115,11,114,0.0226,0.0042,0.0027,0.3407,"ok"
843,15,230,858,1087,1088,1197,110,12,109,0.0229,0.0047,0.0008,0.328,"ok"
843,15,235,858,1092,1093,1197,105,12,104,0.0228,0.0041,0.0007,0.3286,"ok"
843,15,240,858,1097,1098,1197,100,12,99,0.0228,0.003,0.0007,0.3286,"ok"
843,15,245,858,1102,1103,1197,95,11,94,0.0229,0.0017,0.0007,0.3291,"ok"
843,15,250,858,1107,1108,1197,90,11,89,0.0229,0.0006,0.0007,0.3299,"ok"
843,15,255,858,1112,1113,1197,85,12,84,0.0226,0.0002,0.0007,0.33,"ok"
843,15,260,858,1117,1118,1197,80,9,79,0.0231,0.0006,0.0012,0.2944,"ok"
843,15,265,858,1122,1123,1197,75,9,74,0.0235,0.0001,0.0021,0.2782,"ok"
843,15,270,858,1127,1128,1197,70,9,69,0.0234,-0.0004,0.0019,0.2723,"ok"
843,15,275,858,1132,1133,1197,65,9,64,0.023,-0.0004,0.0026,0.2703,"ok"
843,15,280,858,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,15,285,858,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,15,290,858,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,15,295,858,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,20,60,863,922,923,1197,275,10,264,0.0348,0.0144,0,0.192,"ok"
843,20,65,863,927,928,1197,270,10,259,0.0356,0.0148,0,0.1628,"ok"
843,20,70,863,932,933,1197,265,10,254,0.035,0.0141,0,0.1612,"ok"
843,20,75,863,937,938,1197,260,10,256,0.0334,0.0125,0,0.2642,"ok"
843,20,80,863,942,943,1197,255,10,251,0.0332,0.0115,0,0.2607,"ok"
843,20,85,863,947,948,1197,250,10,246,0.0331,0.011,0,0.2617,"ok"
843,20,90,863,952,953,1197,245,10,241,0.0336,0.0103,0,0.2617,"ok"
843,20,95,863,957,958,1197,240,9,236,0.0348,0.0095,0,0.2704,"ok"
843,20,100,863,962,963,1197,235,9,231,0.0343,0.0084,0,0.2859,"ok"
843,20,105,863,967,968,1197,230,10,226,0.0342,0.0079,0,0.2838,"ok"
843,20,110,863,972,973,1197,225,9,221,0.0343,0.0075,0,0.2813,"ok"
843,20,115,863,977,978,1197,220,11,216,0.0334,0.0076,0,0.2765,"ok"
843,20,120,863,982,983,1197,215,9,214,0.0329,0.0053,0,0.3173,"ok"
843,20,125,863,987,988,1197,210,9,209,0.0335,0.005,0,0.313,"ok"
843,20,130,863,992,993,1197,205,10,204,0.0334,0.0044,0,0.3176,"ok"
843,20,135,863,997,998,1197,200,11,199,0.0314,0.0053,0,0.3044,"ok"
843,20,140,863,1002,1003,1197,195,10,194,0.0306,0.0054,0,0.2973,"ok"
843,20,145,863,1007,1008,1197,190,10,189,0.0307,0.0046,0,0.304,"ok"
843,20,150,863,1012,1013,1197,185,11,184,0.031,0.0059,0,0.2869,"ok"
843,20,155,863,1017,1018,1197,180,10,179,0.0298,0.0057,0,0.2909,"ok"
843,20,160,863,1022,1023,1197,175,7,174,0.0311,0.0092,0,0.2162,"ok"
843,20,165,863,1027,1028,1197,170,5,169,0.032,0.0113,0,0.1562,"ok"
843,20,170,863,1032,1033,1197,165,5,164,0.032,0.0107,0,0.1576,"ok"
843,20,175,863,1037,1038,1197,160,8,159,0.0318,0.0105,0,0.1312,"ok"
843,20,180,863,1042,1043,1197,155,9,154,0.0321,0.0106,0,0.1361,"ok"
843,20,185,863,1047,1048,1197,150,11,149,0.0251,0.0065,0,0.2983,"ok"
843,20,190,863,1052,1053,1197,145,10,144,0.0251,0.006,0,0.2927,"ok"
843,20,195,863,1057,1058,1197,140,8,139,0.0319,0.0086,0,0.1352,"ok"
843,20,200,863,1062,1063,1197,135,8,134,0.0318,0.0079,0,0.1352,"ok"
843,20,205,863,1067,1068,1197,130,8,129,0.0313,0.008,0,0.1252,"ok"
843,20,210,863,1072,1073,1197,125,11,124,0.0257,0.005,0,0.2576,"ok"
843,20,215,863,1077,1078,1197,120,11,119,0.0244,0.0051,0.0046,0.28,"ok"
843,20,220,863,1082,1083,1197,115,10,114,0.0227,0.0042,0.0021,0.341,"ok"
843,20,225,863,1087,1088,1197,110,12,109,0.0231,0.0047,0.0008,0.3274,"ok"
843,20,230,863,1092,1093,1197,105,12,104,0.0229,0.0041,0.0007,0.3279,"ok"
843,20,235,863,1097,1098,1197,100,12,99,0.0229,0.003,0.0007,0.3286,"ok"
843,20,240,863,1102,1103,1197,95,12,94,0.023,0.0017,0.0007,0.3286,"ok"
843,20,245,863,1107,1108,1197,90,11,89,0.023,0.0006,0.0007,0.3294,"ok"
843,20,250,863,1112,1113,1197,85,11,84,0.0227,0.0002,0.0007,0.3299,"ok"
843,20,255,863,1117,1118,1197,80,9,79,0.023,0.0005,0.0011,0.3033,"ok"
843,20,260,863,1122,1123,1197,75,9,74,0.0235,-0.0001,0.0018,0.2788,"ok"
843,20,265,863,1127,1128,1197,70,9,69,0.0234,-0.0004,0.0022,0.2719,"ok"
843,20,270,863,1132,1133,1197,65,9,64,0.023,-0.0004,0.0026,0.2695,"ok"
843,20,275,863,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,20,280,863,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,20,285,863,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,20,290,863,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,20,295,863,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,25,60,868,927,928,1197,270,10,259,0.0343,0.0161,0,0.1586,"ok"
843,25,65,868,932,933,1197,265,10,254,0.0354,0.016,0,0.1513,"ok"
843,25,70,868,937,938,1197,260,10,256,0.0342,0.0119,0,0.2863,"ok"
843,25,75,868,942,943,1197,255,10,251,0.0338,0.0116,0,0.272,"ok"
843,25,80,868,947,948,1197,250,10,246,0.0338,0.0108,0,0.2858,"ok"
843,25,85,868,952,953,1197,245,10,241,0.0343,0.01,0,0.2865,"ok"
843,25,90,868,957,958,1197,240,10,236,0.0345,0.0094,0,0.2865,"ok"
843,25,95,868,962,963,1197,235,10,231,0.0345,0.0081,0,0.307,"ok"
843,25,100,868,967,968,1197,230,10,226,0.0346,0.0077,0,0.3028,"ok"
843,25,105,868,972,973,1197,225,10,224,0.0344,0.008,0,0.2877,"ok"
843,25,110,868,977,978,1197,220,11,216,0.0337,0.0066,0,0.3134,"ok"
843,25,115,868,982,983,1197,215,10,214,0.0334,0.0054,0,0.3151,"ok"
843,25,120,868,987,988,1197,210,9,209,0.033,0.0048,0,0.3172,"ok"
843,25,125,868,992,993,1197,205,10,204,0.0337,0.0046,0,0.3153,"ok"
843,25,130,868,997,998,1197,200,10,199,0.0314,0.0053,0,0.3077,"ok"
843,25,135,868,1002,1003,1197,195,10,194,0.0309,0.0054,0,0.297,"ok"
843,25,140,868,1007,1008,1197,190,11,189,0.031,0.0047,0,0.3059,"ok"
843,25,145,868,1012,1013,1197,185,11,184,0.0314,0.0063,0,0.2891,"ok"
843,25,150,868,1017,1018,1197,180,9,179,0.0301,0.0055,0,0.2984,"ok"
843,25,155,868,1022,1023,1197,175,9,174,0.0309,0.008,0,0.2519,"ok"
843,25,160,868,1027,1028,1197,170,7,169,0.0321,0.011,0,0.1667,"ok"
843,25,165,868,1032,1033,1197,165,7,164,0.0321,0.0104,0,0.1667,"ok"
843,25,170,868,1037,1038,1197,160,8,159,0.0321,0.0105,0,0.1319,"ok"
843,25,175,868,1042,1043,1197,155,11,154,0.0255,0.0068,0,0.3056,"ok"
843,25,180,868,1047,1048,1197,150,11,149,0.0254,0.0063,0,0.3092,"ok"
843,25,185,868,1052,1053,1197,145,11,144,0.0253,0.0058,0,0.3043,"ok"
843,25,190,868,1057,1058,1197,140,11,139,0.0253,0.0051,0,0.3083,"ok"
843,25,195,868,1062,1063,1197,135,11,134,0.0252,0.0044,0,0.3107,"ok"
843,25,200,868,1067,1068,1197,130,11,129,0.0249,0.0045,0,0.2946,"ok"
843,25,205,868,1072,1073,1197,125,11,124,0.026,0.005,0,0.2667,"ok"
843,25,210,868,1077,1078,1197,120,12,119,0.0248,0.0053,0.0038,0.2724,"ok"
843,25,215,868,1082,1083,1197,115,10,114,0.0229,0.0042,0.0022,0.3396,"ok"
843,25,220,868,1087,1088,1197,110,11,109,0.0233,0.0047,0.0008,0.328,"ok"
843,25,225,868,1092,1093,1197,105,13,104,0.0231,0.0042,0.0007,0.3273,"ok"
843,25,230,868,1097,1098,1197,100,13,99,0.0232,0.0031,0.0007,0.3279,"ok"
843,25,235,868,1102,1103,1197,95,12,94,0.0232,0.0017,0.0007,0.3286,"ok"
843,25,240,868,1107,1108,1197,90,11,89,0.0232,0.0006,0.0007,0.3291,"ok"
843,25,245,868,1112,1113,1197,85,11,84,0.0229,0.0002,0.0007,0.3297,"ok"
843,25,250,868,1117,1118,1197,80,9,79,0.0231,0.0005,0.0011,0.3035,"ok"
843,25,255,868,1122,1123,1197,75,9,74,0.0237,-0.0001,0.0019,0.2783,"ok"
843,25,260,868,1127,1128,1197,70,9,69,0.0235,-0.0006,0.0023,0.2749,"ok"
843,25,265,868,1132,1133,1197,65,9,64,0.0232,-0.0006,0.0024,0.2687,"ok"
843,25,270,868,1137,1138,1197,60,19,59,NA,NA,NA,NA,"skipped_effective_oos_n_lt_min_validation_rounds"
843,25,275,868,1142,1143,1197,55,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,25,280,868,1147,1148,1197,50,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,25,285,868,1152,1153,1197,45,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,25,290,868,1157,1158,1197,40,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,25,295,868,1162,1163,1197,35,NA,NA,NA,NA,NA,NA,"skipped_raw_oos_lt_min_validation_rounds"
843,30,60,873,932,933,1197,265,8,254,0.0371,0.0219,0,0.1369,"ok"
843,30,65,873,937,938,1197,260,7,256,0.0346,0.0151,0,0.233,"ok"
843,30,70,873,942,943,1197,255,7,251,0.0344,0.0148,0,0.2331,"ok"
843,30,75,873,947,948,1197,250,8,246,0.0344,0.0143,0,0.2336,"ok"
843,30,80,873,952,953,1197,245,8,241,0.0349,0.0137,0,0.2305,"ok"
843,30,85,873,957,958,1197,240,9,236,0.0352,0.0111,0,0.2643,"ok"
843,30,90,873,962,963,1197,235,8,234,0.0353,0.0103,0,0.2805,"ok"
843,30,95,873,967,968,1197,230,9,229,0.035,0.0098,0,0.2812,"ok"
843,30,100,873,972,973,1197,225,8,224,0.035,0.0096,0,0.2738,"ok"
843,30,105,873,977,978,1197,220,10,216,0.033,0.0077,0,0.2935,"ok"
843,30,110,873,982,983,1197,215,8,214,0.0331,0.0056,0,0.3161,"ok"
843,30,115,873,987,988,1197,210,8,209,0.033,0.005,0,0.3161,"ok"
843,30,120,873,992,993,1197,205,10,204,0.0334,0.0054,0,0.3039,"ok"
843,30,125,873,997,998,1197,200,10,199,0.0314,0.0053,0,0.3078,"ok"
843,30,130,873,1002,1003,1197,195,11,194,0.031,0.0055,0,0.2967,"ok"
